"국가(대륙)별","상품군별","판매유형별","시점",데이터
"아세안(ASEAN)","음·식료품","면세점 이외","2018.1/4",236
"아세안(ASEAN)","음·식료품","면세점 이외","2018.2/4",192
"아세안(ASEAN)","음·식료품","면세점 이외","2018.3/4",212
"아세안(ASEAN)","음·식료품","면세점 이외","2018.4/4",170
"아세안(ASEAN)","음·식료품","면세점 이외","2019.1/4",558
"아세안(ASEAN)","음·식료품","면세점 이외","2019.2/4",297
"아세안(ASEAN)","음·식료품","면세점 이외","2019.3/4",254
"아세안(ASEAN)","음·식료품","면세점 이외","2019.4/4",347
"아세안(ASEAN)","음·식료품","면세점 이외","2020.1/4",3690
"아세안(ASEAN)","음·식료품","면세점 이외","2020.2/4",276
"아세안(ASEAN)","음·식료품","면세점 이외","2020.3/4",157
"아세안(ASEAN)","음·식료품","면세점 이외","2020.4/4",168
"아세안(ASEAN)","음·식료품","면세점 이외","2021.1/4",167
"아세안(ASEAN)","음·식료품","면세점 이외","2021.2/4",506
"아세안(ASEAN)","음·식료품","면세점 이외","2021.3/4",444
"아세안(ASEAN)","음·식료품","면세점 이외","2021.4/4",638
"아세안(ASEAN)","음·식료품","면세점 이외","2022.1/4",117
"아세안(ASEAN)","음·식료품","면세점 이외","2022.2/4 p)",139
"아세안(ASEAN)","농축수산물","면세점 이외","2017.1/4",11
"아세안(ASEAN)","농축수산물","면세점 이외","2017.2/4",7
"아세안(ASEAN)","농축수산물","면세점 이외","2017.3/4",11
"아세안(ASEAN)","농축수산물","면세점 이외","2017.4/4",13
"아세안(ASEAN)","농축수산물","면세점 이외","2018.1/4",11
"아세안(ASEAN)","농축수산물","면세점 이외","2018.2/4",12
"아세안(ASEAN)","농축수산물","면세점 이외","2018.3/4",10
"아세안(ASEAN)","농축수산물","면세점 이외","2018.4/4",9
"아세안(ASEAN)","농축수산물","면세점 이외","2019.1/4",7
"아세안(ASEAN)","농축수산물","면세점 이외","2019.2/4",7
"아세안(ASEAN)","농축수산물","면세점 이외","2019.3/4",7
"아세안(ASEAN)","농축수산물","면세점 이외","2019.4/4",12
"아세안(ASEAN)","농축수산물","면세점 이외","2020.1/4",7
"아세안(ASEAN)","농축수산물","면세점 이외","2020.2/4",4
"아세안(ASEAN)","농축수산물","면세점 이외","2020.3/4",4
"아세안(ASEAN)","농축수산물","면세점 이외","2020.4/4",2
"아세안(ASEAN)","농축수산물","면세점 이외","2021.1/4",1
"아세안(ASEAN)","농축수산물","면세점 이외","2021.2/4",0
"아세안(ASEAN)","농축수산물","면세점 이외","2021.3/4",2
"아세안(ASEAN)","농축수산물","면세점 이외","2021.4/4",1
"아세안(ASEAN)","농축수산물","면세점 이외","2022.1/4",0
"아세안(ASEAN)","농축수산물","면세점 이외","2022.2/4 p)",0
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2017.1/4",1815
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2017.2/4",1639
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2017.3/4",1734
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2017.4/4",1589
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2018.1/4",1283
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2018.2/4",1291
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2018.3/4",1257
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2018.4/4",1260
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2019.1/4",1383
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2019.2/4",1372
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2019.3/4",1236
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2019.4/4",1613
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2020.1/4",1853
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2020.2/4",1688
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2020.3/4",1529
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2020.4/4",1362
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2021.1/4",1297
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2021.2/4",2931
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2021.3/4",2167
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2021.4/4",1562
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2022.1/4",890
"아세안(ASEAN)","생활용품 및 자동차용품","면세점 이외","2022.2/4 p)",963
"아세안(ASEAN)","기 타","면세점 이외","2017.1/4",301
"아세안(ASEAN)","기 타","면세점 이외","2017.2/4",332
"아세안(ASEAN)","기 타","면세점 이외","2017.3/4",345
"아세안(ASEAN)","기 타","면세점 이외","2017.4/4",374
"아세안(ASEAN)","기 타","면세점 이외","2018.1/4",1372
"아세안(ASEAN)","기 타","면세점 이외","2018.2/4",438
"아세안(ASEAN)","기 타","면세점 이외","2018.3/4",375
"아세안(ASEAN)","기 타","면세점 이외","2018.4/4",522
"아세안(ASEAN)","기 타","면세점 이외","2019.1/4",382
"아세안(ASEAN)","기 타","면세점 이외","2019.2/4",370
"아세안(ASEAN)","기 타","면세점 이외","2019.3/4",240
"아세안(ASEAN)","기 타","면세점 이외","2019.4/4",2986
"아세안(ASEAN)","기 타","면세점 이외","2020.1/4",865
"아세안(ASEAN)","기 타","면세점 이외","2020.2/4",429
"아세안(ASEAN)","기 타","면세점 이외","2020.3/4",395
"아세안(ASEAN)","기 타","면세점 이외","2020.4/4",931
"아세안(ASEAN)","기 타","면세점 이외","2021.1/4",588
"아세안(ASEAN)","기 타","면세점 이외","2021.2/4",1097
"아세안(ASEAN)","기 타","면세점 이외","2021.3/4",1579
"아세안(ASEAN)","기 타","면세점 이외","2021.4/4",760
"아세안(ASEAN)","기 타","면세점 이외","2022.1/4",397
"아세안(ASEAN)","기 타","면세점 이외","2022.2/4 p)",367
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2017.1/4",455
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2017.2/4",280
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2017.3/4",406
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2017.4/4",430
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2018.1/4",1030
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2018.2/4",630
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2018.3/4",655
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2018.4/4",852
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2019.1/4",633
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2019.2/4",715
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2019.3/4",513
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2019.4/4",617
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2020.1/4",694
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2020.2/4",334
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2020.3/4",524
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2020.4/4",358
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2021.1/4",508
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2021.2/4",281
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2021.3/4",232
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2021.4/4",244
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2022.1/4",154
"유럽연합(EU)","컴퓨터 및 주변기기","면세점 이외","2022.2/4 p)",299
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2017.1/4",954
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2017.2/4",764
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2017.3/4",1070
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2017.4/4",962
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2018.1/4",838
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2018.2/4",603
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2018.3/4",568
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2018.4/4",570
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2019.1/4",603
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2019.2/4",582
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2019.3/4",423
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2019.4/4",2051
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2020.1/4",942
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2020.2/4",593
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2020.3/4",946
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2020.4/4",559
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2021.1/4",548
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2021.2/4",383
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2021.3/4",338
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2021.4/4",163
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2022.1/4",5
"유럽연합(EU)","가전·전자·통신기기","면세점 이외","2022.2/4 p)",1
"유럽연합(EU)","소프트웨어","면세점 이외","2017.1/4",22
"유럽연합(EU)","소프트웨어","면세점 이외","2017.2/4",14
"유럽연합(EU)","소프트웨어","면세점 이외","2017.3/4",19
"유럽연합(EU)","소프트웨어","면세점 이외","2017.4/4",49
"유럽연합(EU)","소프트웨어","면세점 이외","2018.1/4",28
"유럽연합(EU)","소프트웨어","면세점 이외","2018.2/4",34
"유럽연합(EU)","소프트웨어","면세점 이외","2018.3/4",45
"유럽연합(EU)","소프트웨어","면세점 이외","2018.4/4",97
"유럽연합(EU)","소프트웨어","면세점 이외","2019.1/4",28
"유럽연합(EU)","소프트웨어","면세점 이외","2019.2/4",26
"유럽연합(EU)","소프트웨어","면세점 이외","2019.3/4",12
"유럽연합(EU)","소프트웨어","면세점 이외","2019.4/4",28
"유럽연합(EU)","소프트웨어","면세점 이외","2020.1/4",26
"유럽연합(EU)","소프트웨어","면세점 이외","2020.2/4",26
"유럽연합(EU)","소프트웨어","면세점 이외","2020.3/4",22
"유럽연합(EU)","소프트웨어","면세점 이외","2020.4/4",25
"유럽연합(EU)","소프트웨어","면세점 이외","2021.1/4",21
"유럽연합(EU)","소프트웨어","면세점 이외","2021.2/4",27
"유럽연합(EU)","소프트웨어","면세점 이외","2021.3/4",23
"유럽연합(EU)","소프트웨어","면세점 이외","2021.4/4",8
"유럽연합(EU)","소프트웨어","면세점 이외","2022.1/4",0
"유럽연합(EU)","소프트웨어","면세점 이외","2022.2/4 p)",0
"유럽연합(EU)","서 적","면세점 이외","2017.1/4",47
"유럽연합(EU)","서 적","면세점 이외","2017.2/4",30
"유럽연합(EU)","서 적","면세점 이외","2017.3/4",50
"유럽연합(EU)","서 적","면세점 이외","2017.4/4",66
"유럽연합(EU)","서 적","면세점 이외","2018.1/4",62
"유럽연합(EU)","서 적","면세점 이외","2018.2/4",70
"유럽연합(EU)","서 적","면세점 이외","2018.3/4",71
"유럽연합(EU)","서 적","면세점 이외","2018.4/4",68
"유럽연합(EU)","서 적","면세점 이외","2019.1/4",59
"유럽연합(EU)","서 적","면세점 이외","2019.2/4",55
"유럽연합(EU)","서 적","면세점 이외","2019.3/4",48
"유럽연합(EU)","서 적","면세점 이외","2019.4/4",95
"유럽연합(EU)","서 적","면세점 이외","2020.1/4",72
"유럽연합(EU)","서 적","면세점 이외","2020.2/4",127
"유럽연합(EU)","서 적","면세점 이외","2020.3/4",150
"유럽연합(EU)","서 적","면세점 이외","2020.4/4",165
"유럽연합(EU)","서 적","면세점 이외","2021.1/4",261
"유럽연합(EU)","서 적","면세점 이외","2021.2/4",186
"유럽연합(EU)","서 적","면세점 이외","2021.3/4",224
"유럽연합(EU)","서 적","면세점 이외","2021.4/4",278
"유럽연합(EU)","서 적","면세점 이외","2022.1/4",201
"유럽연합(EU)","서 적","면세점 이외","2022.2/4 p)",332
"유럽연합(EU)","사무·문구","면세점 이외","2017.1/4",16
"유럽연합(EU)","사무·문구","면세점 이외","2017.2/4",14
"유럽연합(EU)","사무·문구","면세점 이외","2017.3/4",774
"유럽연합(EU)","사무·문구","면세점 이외","2017.4/4",12
"유럽연합(EU)","사무·문구","면세점 이외","2018.1/4",27
"유럽연합(EU)","사무·문구","면세점 이외","2018.2/4",17
"유럽연합(EU)","사무·문구","면세점 이외","2018.3/4",9
"유럽연합(EU)","사무·문구","면세점 이외","2018.4/4",13
"유럽연합(EU)","사무·문구","면세점 이외","2019.1/4",11
"유럽연합(EU)","사무·문구","면세점 이외","2019.2/4",10
"유럽연합(EU)","사무·문구","면세점 이외","2019.3/4",4
"유럽연합(EU)","사무·문구","면세점 이외","2019.4/4",10
"유럽연합(EU)","사무·문구","면세점 이외","2020.1/4",8
"유럽연합(EU)","사무·문구","면세점 이외","2020.2/4",8
"유럽연합(EU)","사무·문구","면세점 이외","2020.3/4",4
"유럽연합(EU)","사무·문구","면세점 이외","2020.4/4",5
"유럽연합(EU)","사무·문구","면세점 이외","2021.1/4",17
"유럽연합(EU)","사무·문구","면세점 이외","2021.2/4",13
"유럽연합(EU)","사무·문구","면세점 이외","2021.3/4",21
"유럽연합(EU)","사무·문구","면세점 이외","2021.4/4",12
"유럽연합(EU)","사무·문구","면세점 이외","2022.1/4",20
"유럽연합(EU)","사무·문구","면세점 이외","2022.2/4 p)",7
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2017.1/4",841
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2017.2/4",779
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2017.3/4",1172
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2017.4/4",1437
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2018.1/4",1400
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2018.2/4",1419
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2018.3/4",1808
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2018.4/4",2120
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2019.1/4",1958
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2019.2/4",2350
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2019.3/4",1502
"유럽연합(EU)","음반·비디오·악기","면세점 이외","2019.4/4",2697
