"국가(대륙)별","상품군별","판매유형별","시점",데이터
"중남미","음·식료품","면세점 이외","2018.3/4",1
"중남미","음·식료품","면세점 이외","2018.4/4",0
"중남미","음·식료품","면세점 이외","2019.1/4",0
"중남미","음·식료품","면세점 이외","2019.2/4",0
"중남미","음·식료품","면세점 이외","2019.3/4",0
"중남미","음·식료품","면세점 이외","2019.4/4",0
"중남미","음·식료품","면세점 이외","2020.1/4",774
"중남미","음·식료품","면세점 이외","2020.2/4",0
"중남미","음·식료품","면세점 이외","2020.3/4",0
"중남미","음·식료품","면세점 이외","2020.4/4",0
"중남미","음·식료품","면세점 이외","2021.1/4",0
"중남미","음·식료품","면세점 이외","2021.2/4",0
"중남미","음·식료품","면세점 이외","2021.3/4",0
"중남미","음·식료품","면세점 이외","2021.4/4",3
"중남미","음·식료품","면세점 이외","2022.1/4",1
"중남미","음·식료품","면세점 이외","2022.2/4 p)",0
"중남미","농축수산물","면세점 이외","2017.1/4",0
"중남미","농축수산물","면세점 이외","2017.2/4",0
"중남미","농축수산물","면세점 이외","2017.3/4",0
"중남미","농축수산물","면세점 이외","2017.4/4",0
"중남미","농축수산물","면세점 이외","2018.1/4",0
"중남미","농축수산물","면세점 이외","2018.2/4",0
"중남미","농축수산물","면세점 이외","2018.3/4",0
"중남미","농축수산물","면세점 이외","2018.4/4",0
"중남미","농축수산물","면세점 이외","2019.1/4",0
"중남미","농축수산물","면세점 이외","2019.2/4",0
"중남미","농축수산물","면세점 이외","2019.3/4",0
"중남미","농축수산물","면세점 이외","2019.4/4",0
"중남미","농축수산물","면세점 이외","2020.1/4",0
"중남미","농축수산물","면세점 이외","2020.2/4",0
"중남미","농축수산물","면세점 이외","2020.3/4",0
"중남미","농축수산물","면세점 이외","2020.4/4",0
"중남미","농축수산물","면세점 이외","2021.1/4",0
"중남미","농축수산물","면세점 이외","2021.2/4",0
"중남미","농축수산물","면세점 이외","2021.3/4",0
"중남미","농축수산물","면세점 이외","2021.4/4",0
"중남미","농축수산물","면세점 이외","2022.1/4",0
"중남미","농축수산물","면세점 이외","2022.2/4 p)",0
"중남미","생활용품 및 자동차용품","면세점 이외","2017.1/4",519
"중남미","생활용품 및 자동차용품","면세점 이외","2017.2/4",545
"중남미","생활용품 및 자동차용품","면세점 이외","2017.3/4",389
"중남미","생활용품 및 자동차용품","면세점 이외","2017.4/4",488
"중남미","생활용품 및 자동차용품","면세점 이외","2018.1/4",504
"중남미","생활용품 및 자동차용품","면세점 이외","2018.2/4",512
"중남미","생활용품 및 자동차용품","면세점 이외","2018.3/4",469
"중남미","생활용품 및 자동차용품","면세점 이외","2018.4/4",428
"중남미","생활용품 및 자동차용품","면세점 이외","2019.1/4",457
"중남미","생활용품 및 자동차용품","면세점 이외","2019.2/4",462
"중남미","생활용품 및 자동차용품","면세점 이외","2019.3/4",305
"중남미","생활용품 및 자동차용품","면세점 이외","2019.4/4",916
"중남미","생활용품 및 자동차용품","면세점 이외","2020.1/4",334
"중남미","생활용품 및 자동차용품","면세점 이외","2020.2/4",295
"중남미","생활용품 및 자동차용품","면세점 이외","2020.3/4",394
"중남미","생활용품 및 자동차용품","면세점 이외","2020.4/4",338
"중남미","생활용품 및 자동차용품","면세점 이외","2021.1/4",315
"중남미","생활용품 및 자동차용품","면세점 이외","2021.2/4",348
"중남미","생활용품 및 자동차용품","면세점 이외","2021.3/4",273
"중남미","생활용품 및 자동차용품","면세점 이외","2021.4/4",112
"중남미","생활용품 및 자동차용품","면세점 이외","2022.1/4",2
"중남미","생활용품 및 자동차용품","면세점 이외","2022.2/4 p)",1
"중남미","기 타","면세점 이외","2017.1/4",133
"중남미","기 타","면세점 이외","2017.2/4",130
"중남미","기 타","면세점 이외","2017.3/4",143
"중남미","기 타","면세점 이외","2017.4/4",147
"중남미","기 타","면세점 이외","2018.1/4",129
"중남미","기 타","면세점 이외","2018.2/4",168
"중남미","기 타","면세점 이외","2018.3/4",165
"중남미","기 타","면세점 이외","2018.4/4",178
"중남미","기 타","면세점 이외","2019.1/4",155
"중남미","기 타","면세점 이외","2019.2/4",152
"중남미","기 타","면세점 이외","2019.3/4",90
"중남미","기 타","면세점 이외","2019.4/4",147
"중남미","기 타","면세점 이외","2020.1/4",137
"중남미","기 타","면세점 이외","2020.2/4",145
"중남미","기 타","면세점 이외","2020.3/4",208
"중남미","기 타","면세점 이외","2020.4/4",135
"중남미","기 타","면세점 이외","2021.1/4",143
"중남미","기 타","면세점 이외","2021.2/4",178
"중남미","기 타","면세점 이외","2021.3/4",181
"중남미","기 타","면세점 이외","2021.4/4",63
"중남미","기 타","면세점 이외","2022.1/4",3
"중남미","기 타","면세점 이외","2022.2/4 p)",34
"대양주","컴퓨터 및 주변기기","면세점 이외","2017.1/4",239
"대양주","컴퓨터 및 주변기기","면세점 이외","2017.2/4",150
"대양주","컴퓨터 및 주변기기","면세점 이외","2017.3/4",230
"대양주","컴퓨터 및 주변기기","면세점 이외","2017.4/4",151
"대양주","컴퓨터 및 주변기기","면세점 이외","2018.1/4",157
"대양주","컴퓨터 및 주변기기","면세점 이외","2018.2/4",107
"대양주","컴퓨터 및 주변기기","면세점 이외","2018.3/4",117
"대양주","컴퓨터 및 주변기기","면세점 이외","2018.4/4",92
"대양주","컴퓨터 및 주변기기","면세점 이외","2019.1/4",78
"대양주","컴퓨터 및 주변기기","면세점 이외","2019.2/4",62
"대양주","컴퓨터 및 주변기기","면세점 이외","2019.3/4",58
"대양주","컴퓨터 및 주변기기","면세점 이외","2019.4/4",56
"대양주","컴퓨터 및 주변기기","면세점 이외","2020.1/4",93
"대양주","컴퓨터 및 주변기기","면세점 이외","2020.2/4",73
"대양주","컴퓨터 및 주변기기","면세점 이외","2020.3/4",96
"대양주","컴퓨터 및 주변기기","면세점 이외","2020.4/4",56
"대양주","컴퓨터 및 주변기기","면세점 이외","2021.1/4",68
"대양주","컴퓨터 및 주변기기","면세점 이외","2021.2/4",85
"대양주","컴퓨터 및 주변기기","면세점 이외","2021.3/4",80
"대양주","컴퓨터 및 주변기기","면세점 이외","2021.4/4",30
"대양주","컴퓨터 및 주변기기","면세점 이외","2022.1/4",6
"대양주","컴퓨터 및 주변기기","면세점 이외","2022.2/4 p)",6
"대양주","가전·전자·통신기기","면세점 이외","2017.1/4",1249
"대양주","가전·전자·통신기기","면세점 이외","2017.2/4",1350
"대양주","가전·전자·통신기기","면세점 이외","2017.3/4",1445
"대양주","가전·전자·통신기기","면세점 이외","2017.4/4",1249
"대양주","가전·전자·통신기기","면세점 이외","2018.1/4",1290
"대양주","가전·전자·통신기기","면세점 이외","2018.2/4",1189
"대양주","가전·전자·통신기기","면세점 이외","2018.3/4",1108
"대양주","가전·전자·통신기기","면세점 이외","2018.4/4",1105
"대양주","가전·전자·통신기기","면세점 이외","2019.1/4",806
"대양주","가전·전자·통신기기","면세점 이외","2019.2/4",703
"대양주","가전·전자·통신기기","면세점 이외","2019.3/4",523
"대양주","가전·전자·통신기기","면세점 이외","2019.4/4",296
"대양주","가전·전자·통신기기","면세점 이외","2020.1/4",339
"대양주","가전·전자·통신기기","면세점 이외","2020.2/4",1030
"대양주","가전·전자·통신기기","면세점 이외","2020.3/4",1317
"대양주","가전·전자·통신기기","면세점 이외","2020.4/4",1139
"대양주","가전·전자·통신기기","면세점 이외","2021.1/4",964
"대양주","가전·전자·통신기기","면세점 이외","2021.2/4",816
"대양주","가전·전자·통신기기","면세점 이외","2021.3/4",845
"대양주","가전·전자·통신기기","면세점 이외","2021.4/4",292
"대양주","가전·전자·통신기기","면세점 이외","2022.1/4",10
"대양주","가전·전자·통신기기","면세점 이외","2022.2/4 p)",10
"대양주","소프트웨어","면세점 이외","2017.1/4",6
"대양주","소프트웨어","면세점 이외","2017.2/4",4
"대양주","소프트웨어","면세점 이외","2017.3/4",6
"대양주","소프트웨어","면세점 이외","2017.4/4",21
"대양주","소프트웨어","면세점 이외","2018.1/4",11
"대양주","소프트웨어","면세점 이외","2018.2/4",12
"대양주","소프트웨어","면세점 이외","2018.3/4",10
"대양주","소프트웨어","면세점 이외","2018.4/4",7
"대양주","소프트웨어","면세점 이외","2019.1/4",7
"대양주","소프트웨어","면세점 이외","2019.2/4",6
"대양주","소프트웨어","면세점 이외","2019.3/4",3
"대양주","소프트웨어","면세점 이외","2019.4/4",4
"대양주","소프트웨어","면세점 이외","2020.1/4",4
"대양주","소프트웨어","면세점 이외","2020.2/4",6
"대양주","소프트웨어","면세점 이외","2020.3/4",5
"대양주","소프트웨어","면세점 이외","2020.4/4",5
"대양주","소프트웨어","면세점 이외","2021.1/4",5
"대양주","소프트웨어","면세점 이외","2021.2/4",5
"대양주","소프트웨어","면세점 이외","2021.3/4",7
"대양주","소프트웨어","면세점 이외","2021.4/4",2
"대양주","소프트웨어","면세점 이외","2022.1/4",0
"대양주","소프트웨어","면세점 이외","2022.2/4 p)",0
"대양주","서 적","면세점 이외","2017.1/4",68
"대양주","서 적","면세점 이외","2017.2/4",57
"대양주","서 적","면세점 이외","2017.3/4",106
"대양주","서 적","면세점 이외","2017.4/4",89
"대양주","서 적","면세점 이외","2018.1/4",66
"대양주","서 적","면세점 이외","2018.2/4",97
"대양주","서 적","면세점 이외","2018.3/4",106
"대양주","서 적","면세점 이외","2018.4/4",81
"대양주","서 적","면세점 이외","2019.1/4",62
"대양주","서 적","면세점 이외","2019.2/4",81
"대양주","서 적","면세점 이외","2019.3/4",48
"대양주","서 적","면세점 이외","2019.4/4",81
"대양주","서 적","면세점 이외","2020.1/4",73
"대양주","서 적","면세점 이외","2020.2/4",92
"대양주","서 적","면세점 이외","2020.3/4",121
"대양주","서 적","면세점 이외","2020.4/4",81
"대양주","서 적","면세점 이외","2021.1/4",90
"대양주","서 적","면세점 이외","2021.2/4",99
"대양주","서 적","면세점 이외","2021.3/4",131
"대양주","서 적","면세점 이외","2021.4/4",129
"대양주","서 적","면세점 이외","2022.1/4",98
"대양주","서 적","면세점 이외","2022.2/4 p)",109
"대양주","사무·문구","면세점 이외","2017.1/4",10
"대양주","사무·문구","면세점 이외","2017.2/4",7
"대양주","사무·문구","면세점 이외","2017.3/4",9
"대양주","사무·문구","면세점 이외","2017.4/4",5
"대양주","사무·문구","면세점 이외","2018.1/4",7
"대양주","사무·문구","면세점 이외","2018.2/4",3
"대양주","사무·문구","면세점 이외","2018.3/4",6
"대양주","사무·문구","면세점 이외","2018.4/4",5
"대양주","사무·문구","면세점 이외","2019.1/4",6
"대양주","사무·문구","면세점 이외","2019.2/4",6
"대양주","사무·문구","면세점 이외","2019.3/4",2
"대양주","사무·문구","면세점 이외","2019.4/4",11
"대양주","사무·문구","면세점 이외","2020.1/4",5
"대양주","사무·문구","면세점 이외","2020.2/4",7
"대양주","사무·문구","면세점 이외","2020.3/4",4
"대양주","사무·문구","면세점 이외","2020.4/4",5
"대양주","사무·문구","면세점 이외","2021.1/4",5
"대양주","사무·문구","면세점 이외","2021.2/4",8
"대양주","사무·문구","면세점 이외","2021.3/4",21
"대양주","사무·문구","면세점 이외","2021.4/4",28
"대양주","사무·문구","면세점 이외","2022.1/4",14
"대양주","사무·문구","면세점 이외","2022.2/4 p)",22
"대양주","음반·비디오·악기","면세점 이외","2017.1/4",215
"대양주","음반·비디오·악기","면세점 이외","2017.2/4",193
"대양주","음반·비디오·악기","면세점 이외","2017.3/4",303
"대양주","음반·비디오·악기","면세점 이외","2017.4/4",330
"대양주","음반·비디오·악기","면세점 이외","2018.1/4",290
"대양주","음반·비디오·악기","면세점 이외","2018.2/4",356
"대양주","음반·비디오·악기","면세점 이외","2018.3/4",418
"대양주","음반·비디오·악기","면세점 이외","2018.4/4",440
"대양주","음반·비디오·악기","면세점 이외","2019.1/4",354
"대양주","음반·비디오·악기","면세점 이외","2019.2/4",481
"대양주","음반·비디오·악기","면세점 이외","2019.3/4",318
"대양주","음반·비디오·악기","면세점 이외","2019.4/4",387
"대양주","음반·비디오·악기","면세점 이외","2020.1/4",308
"대양주","음반·비디오·악기","면세점 이외","2020.2/4",371
"대양주","음반·비디오·악기","면세점 이외","2020.3/4",553
"대양주","음반·비디오·악기","면세점 이외","2020.4/4",568
"대양주","음반·비디오·악기","면세점 이외","2021.1/4",552
"대양주","음반·비디오·악기","면세점 이외","2021.2/4",512
"대양주","음반·비디오·악기","면세점 이외","2021.3/4",614
"대양주","음반·비디오·악기","면세점 이외","2021.4/4",396
"대양주","음반·비디오·악기","면세점 이외","2022.1/4",219
"대양주","음반·비디오·악기","면세점 이외","2022.2/4 p)",383
"대양주","의류 및 패션 관련상품","면세점 이외","2017.1/4",586
"대양주","의류 및 패션 관련상품","면세점 이외","2017.2/4",555
"대양주","의류 및 패션 관련상품","면세점 이외","2017.3/4",586
"대양주","의류 및 패션 관련상품","면세점 이외","2017.4/4",534
"대양주","의류 및 패션 관련상품","면세점 이외","2018.1/4",720
"대양주","의류 및 패션 관련상품","면세점 이외","2018.2/4",776
"대양주","의류 및 패션 관련상품","면세점 이외","2018.3/4",609
"대양주","의류 및 패션 관련상품","면세점 이외","2018.4/4",605
"대양주","의류 및 패션 관련상품","면세점 이외","2019.1/4",620
"대양주","의류 및 패션 관련상품","면세점 이외","2019.2/4",630
"대양주","의류 및 패션 관련상품","면세점 이외","2019.3/4",571
"대양주","의류 및 패션 관련상품","면세점 이외","2019.4/4",639
"대양주","의류 및 패션 관련상품","면세점 이외","2020.1/4",475
"대양주","의류 및 패션 관련상품","면세점 이외","2020.2/4",911
"대양주","의류 및 패션 관련상품","면세점 이외","2020.3/4",1081
"대양주","의류 및 패션 관련상품","면세점 이외","2020.4/4",1279
"대양주","의류 및 패션 관련상품","면세점 이외","2021.1/4",1390
"대양주","의류 및 패션 관련상품","면세점 이외","2021.2/4",1426
"대양주","의류 및 패션 관련상품","면세점 이외","2021.3/4",1526
"대양주","의류 및 패션 관련상품","면세점 이외","2021.4/4",1675
"대양주","의류 및 패션 관련상품","면세점 이외","2022.1/4",1578
"대양주","의류 및 패션 관련상품","면세점 이외","2022.2/4 p)",1684
"대양주","스포츠·레저용품","면세점 이외","2017.1/4",149
"대양주","스포츠·레저용품","면세점 이외","2017.2/4",127
"대양주","스포츠·레저용품","면세점 이외","2017.3/4",146
"대양주","스포츠·레저용품","면세점 이외","2017.4/4",134
"대양주","스포츠·레저용품","면세점 이외","2018.1/4",125
"대양주","스포츠·레저용품","면세점 이외","2018.2/4",122
"대양주","스포츠·레저용품","면세점 이외","2018.3/4",119
"대양주","스포츠·레저용품","면세점 이외","2018.4/4",100
"대양주","스포츠·레저용품","면세점 이외","2019.1/4",102
"대양주","스포츠·레저용품","면세점 이외","2019.2/4",95
"대양주","스포츠·레저용품","면세점 이외","2019.3/4",199
"대양주","스포츠·레저용품","면세점 이외","2019.4/4",79
"대양주","스포츠·레저용품","면세점 이외","2020.1/4",77
"대양주","스포츠·레저용품","면세점 이외","2020.2/4",95
"대양주","스포츠·레저용품","면세점 이외","2020.3/4",195
"대양주","스포츠·레저용품","면세점 이외","2020.4/4",323
"대양주","스포츠·레저용품","면세점 이외","2021.1/4",283
"대양주","스포츠·레저용품","면세점 이외","2021.2/4",112
"대양주","스포츠·레저용품","면세점 이외","2021.3/4",512
"대양주","스포츠·레저용품","면세점 이외","2021.4/4",270
"대양주","스포츠·레저용품","면세점 이외","2022.1/4",201
"대양주","스포츠·레저용품","면세점 이외","2022.2/4 p)",11
"대양주","화장품","면세점 이외","2017.1/4",1338
"대양주","화장품","면세점 이외","2017.2/4",1059
"대양주","화장품","면세점 이외","2017.3/4",1199
"대양주","화장품","면세점 이외","2017.4/4",1020
"대양주","화장품","면세점 이외","2018.1/4",979
"대양주","화장품","면세점 이외","2018.2/4",1034
"대양주","화장품","면세점 이외","2018.3/4",1006
"대양주","화장품","면세점 이외","2018.4/4",886
"대양주","화장품","면세점 이외","2019.1/4",820
"대양주","화장품","면세점 이외","2019.2/4",824
"대양주","화장품","면세점 이외","2019.3/4",629
"대양주","화장품","면세점 이외","2019.4/4",1084
"대양주","화장품","면세점 이외","2020.1/4",713
"대양주","화장품","면세점 이외","2020.2/4",659
"대양주","화장품","면세점 이외","2020.3/4",617
"대양주","화장품","면세점 이외","2020.4/4",470
"대양주","화장품","면세점 이외","2021.1/4",465
"대양주","화장품","면세점 이외","2021.2/4",430
"대양주","화장품","면세점 이외","2021.3/4",488
"대양주","화장품","면세점 이외","2021.4/4",239
"대양주","화장품","면세점 이외","2022.1/4",117
"대양주","화장품","면세점 이외","2022.2/4 p)",82
"대양주","아동·유아용품","면세점 이외","2017.1/4",181
"대양주","아동·유아용품","면세점 이외","2017.2/4",205
"대양주","아동·유아용품","면세점 이외","2017.3/4",232
"대양주","아동·유아용품","면세점 이외","2017.4/4",288
"대양주","아동·유아용품","면세점 이외","2018.1/4",187
"대양주","아동·유아용품","면세점 이외","2018.2/4",176
"대양주","아동·유아용품","면세점 이외","2018.3/4",164
"대양주","아동·유아용품","면세점 이외","2018.4/4",159
"대양주","아동·유아용품","면세점 이외","2019.1/4",120
"대양주","아동·유아용품","면세점 이외","2019.2/4",135
"대양주","아동·유아용품","면세점 이외","2019.3/4",82
"대양주","아동·유아용품","면세점 이외","2019.4/4",144
"대양주","아동·유아용품","면세점 이외","2020.1/4",141
"대양주","아동·유아용품","면세점 이외","2020.2/4",129
"대양주","아동·유아용품","면세점 이외","2020.3/4",119
"대양주","아동·유아용품","면세점 이외","2020.4/4",95
"대양주","아동·유아용품","면세점 이외","2021.1/4",84
"대양주","아동·유아용품","면세점 이외","2021.2/4",77
"대양주","아동·유아용품","면세점 이외","2021.3/4",118
"대양주","아동·유아용품","면세점 이외","2021.4/4",55
"대양주","아동·유아용품","면세점 이외","2022.1/4",29
"대양주","아동·유아용품","면세점 이외","2022.2/4 p)",11
"대양주","음·식료품","면세점 이외","2017.1/4",23
"대양주","음·식료품","면세점 이외","2017.2/4",47
"대양주","음·식료품","면세점 이외","2017.3/4",39
"대양주","음·식료품","면세점 이외","2017.4/4",19
"대양주","음·식료품","면세점 이외","2018.1/4",21
"대양주","음·식료품","면세점 이외","2018.2/4",26
"대양주","음·식료품","면세점 이외","2018.3/4",35
"대양주","음·식료품","면세점 이외","2018.4/4",21
"대양주","음·식료품","면세점 이외","2019.1/4",19
"대양주","음·식료품","면세점 이외","2019.2/4",24
"대양주","음·식료품","면세점 이외","2019.3/4",19
"대양주","음·식료품","면세점 이외","2019.4/4",17
"대양주","음·식료품","면세점 이외","2020.1/4",385
"대양주","음·식료품","면세점 이외","2020.2/4",14
"대양주","음·식료품","면세점 이외","2020.3/4",3
"대양주","음·식료품","면세점 이외","2020.4/4",1
"대양주","음·식료품","면세점 이외","2021.1/4",2
"대양주","음·식료품","면세점 이외","2021.2/4",7
"대양주","음·식료품","면세점 이외","2021.3/4",11
"대양주","음·식료품","면세점 이외","2021.4/4",6
"대양주","음·식료품","면세점 이외","2022.1/4",0
"대양주","음·식료품","면세점 이외","2022.2/4 p)",2
"대양주","농축수산물","면세점 이외","2017.1/4",0
"대양주","농축수산물","면세점 이외","2017.2/4",0
"대양주","농축수산물","면세점 이외","2017.3/4",0
"대양주","농축수산물","면세점 이외","2017.4/4",0
"대양주","농축수산물","면세점 이외","2018.1/4",1
"대양주","농축수산물","면세점 이외","2018.2/4",4
"대양주","농축수산물","면세점 이외","2018.3/4",4
"대양주","농축수산물","면세점 이외","2018.4/4",0
"대양주","농축수산물","면세점 이외","2019.1/4",1
"대양주","농축수산물","면세점 이외","2019.2/4",0
"대양주","농축수산물","면세점 이외","2019.3/4",0
"대양주","농축수산물","면세점 이외","2019.4/4",0
"대양주","농축수산물","면세점 이외","2020.1/4",0
"대양주","농축수산물","면세점 이외","2020.2/4",1
"대양주","농축수산물","면세점 이외","2020.3/4",0
"대양주","농축수산물","면세점 이외","2020.4/4",0
"대양주","농축수산물","면세점 이외","2021.1/4",0
"대양주","농축수산물","면세점 이외","2021.2/4",0
"대양주","농축수산물","면세점 이외","2021.3/4",0
"대양주","농축수산물","면세점 이외","2021.4/4",1
"대양주","농축수산물","면세점 이외","2022.1/4",0
"대양주","농축수산물","면세점 이외","2022.2/4 p)",0
"대양주","생활용품 및 자동차용품","면세점 이외","2017.1/4",525
"대양주","생활용품 및 자동차용품","면세점 이외","2017.2/4",553
"대양주","생활용품 및 자동차용품","면세점 이외","2017.3/4",532
"대양주","생활용품 및 자동차용품","면세점 이외","2017.4/4",448
"대양주","생활용품 및 자동차용품","면세점 이외","2018.1/4",438
"대양주","생활용품 및 자동차용품","면세점 이외","2018.2/4",446
"대양주","생활용품 및 자동차용품","면세점 이외","2018.3/4",430
"대양주","생활용품 및 자동차용품","면세점 이외","2018.4/4",350
"대양주","생활용품 및 자동차용품","면세점 이외","2019.1/4",342
"대양주","생활용품 및 자동차용품","면세점 이외","2019.2/4",345
"대양주","생활용품 및 자동차용품","면세점 이외","2019.3/4",229
"대양주","생활용품 및 자동차용품","면세점 이외","2019.4/4",310
"대양주","생활용품 및 자동차용품","면세점 이외","2020.1/4",286
"대양주","생활용품 및 자동차용품","면세점 이외","2020.2/4",322
"대양주","생활용품 및 자동차용품","면세점 이외","2020.3/4",343
"대양주","생활용품 및 자동차용품","면세점 이외","2020.4/4",247
"대양주","생활용품 및 자동차용품","면세점 이외","2021.1/4",279
"대양주","생활용품 및 자동차용품","면세점 이외","2021.2/4",288
"대양주","생활용품 및 자동차용품","면세점 이외","2021.3/4",278
"대양주","생활용품 및 자동차용품","면세점 이외","2021.4/4",115
"대양주","생활용품 및 자동차용품","면세점 이외","2022.1/4",31
"대양주","생활용품 및 자동차용품","면세점 이외","2022.2/4 p)",21
"대양주","기 타","면세점 이외","2017.1/4",250
"대양주","기 타","면세점 이외","2017.2/4",221
"대양주","기 타","면세점 이외","2017.3/4",245
"대양주","기 타","면세점 이외","2017.4/4",256
"대양주","기 타","면세점 이외","2018.1/4",261
"대양주","기 타","면세점 이외","2018.2/4",215
"대양주","기 타","면세점 이외","2018.3/4",216
"대양주","기 타","면세점 이외","2018.4/4",205
"대양주","기 타","면세점 이외","2019.1/4",210
"대양주","기 타","면세점 이외","2019.2/4",207
"대양주","기 타","면세점 이외","2019.3/4",114
"대양주","기 타","면세점 이외","2019.4/4",142
"대양주","기 타","면세점 이외","2020.1/4",270
"대양주","기 타","면세점 이외","2020.2/4",195
"대양주","기 타","면세점 이외","2020.3/4",248
"대양주","기 타","면세점 이외","2020.4/4",210
"대양주","기 타","면세점 이외","2021.1/4",283
"대양주","기 타","면세점 이외","2021.2/4",234
"대양주","기 타","면세점 이외","2021.3/4",282
"대양주","기 타","면세점 이외","2021.4/4",121
"대양주","기 타","면세점 이외","2022.1/4",340
"대양주","기 타","면세점 이외","2022.2/4 p)",60
"기타","컴퓨터 및 주변기기","면세점 이외","2017.1/4",296
"기타","컴퓨터 및 주변기기","면세점 이외","2017.2/4",186
"기타","컴퓨터 및 주변기기","면세점 이외","2017.3/4",214
"기타","컴퓨터 및 주변기기","면세점 이외","2017.4/4",177
"기타","컴퓨터 및 주변기기","면세점 이외","2018.1/4",1509
"기타","컴퓨터 및 주변기기","면세점 이외","2018.2/4",1113
"기타","컴퓨터 및 주변기기","면세점 이외","2018.3/4",1474
"기타","컴퓨터 및 주변기기","면세점 이외","2018.4/4",1248
"기타","컴퓨터 및 주변기기","면세점 이외","2019.1/4",1146
"기타","컴퓨터 및 주변기기","면세점 이외","2019.2/4",1330
"기타","컴퓨터 및 주변기기","면세점 이외","2019.3/4",1190
"기타","컴퓨터 및 주변기기","면세점 이외","2019.4/4",1385
"기타","컴퓨터 및 주변기기","면세점 이외","2020.1/4",1576
"기타","컴퓨터 및 주변기기","면세점 이외","2020.2/4",1370
"기타","컴퓨터 및 주변기기","면세점 이외","2020.3/4",1213
"기타","컴퓨터 및 주변기기","면세점 이외","2020.4/4",1494
"기타","컴퓨터 및 주변기기","면세점 이외","2021.1/4",1546
"기타","컴퓨터 및 주변기기","면세점 이외","2021.2/4",1562
"기타","컴퓨터 및 주변기기","면세점 이외","2021.3/4",1460
"기타","컴퓨터 및 주변기기","면세점 이외","2021.4/4",1556
"기타","컴퓨터 및 주변기기","면세점 이외","2022.1/4",1602
"기타","컴퓨터 및 주변기기","면세점 이외","2022.2/4 p)",1838
"기타","가전·전자·통신기기","면세점 이외","2017.1/4",894
"기타","가전·전자·통신기기","면세점 이외","2017.2/4",794
"기타","가전·전자·통신기기","면세점 이외","2017.3/4",1842
"기타","가전·전자·통신기기","면세점 이외","2017.4/4",640
"기타","가전·전자·통신기기","면세점 이외","2018.1/4",595
"기타","가전·전자·통신기기","면세점 이외","2018.2/4",415
"기타","가전·전자·통신기기","면세점 이외","2018.3/4",452
"기타","가전·전자·통신기기","면세점 이외","2018.4/4",385
"기타","가전·전자·통신기기","면세점 이외","2019.1/4",418
"기타","가전·전자·통신기기","면세점 이외","2019.2/4",396
"기타","가전·전자·통신기기","면세점 이외","2019.3/4",342
"기타","가전·전자·통신기기","면세점 이외","2019.4/4",469
"기타","가전·전자·통신기기","면세점 이외","2020.1/4",389
"기타","가전·전자·통신기기","면세점 이외","2020.2/4",366
"기타","가전·전자·통신기기","면세점 이외","2020.3/4",619
"기타","가전·전자·통신기기","면세점 이외","2020.4/4",342
"기타","가전·전자·통신기기","면세점 이외","2021.1/4",245
"기타","가전·전자·통신기기","면세점 이외","2021.2/4",175
"기타","가전·전자·통신기기","면세점 이외","2021.3/4",240
"기타","가전·전자·통신기기","면세점 이외","2021.4/4",129
"기타","가전·전자·통신기기","면세점 이외","2022.1/4",74
"기타","가전·전자·통신기기","면세점 이외","2022.2/4 p)",8
"기타","소프트웨어","면세점 이외","2017.1/4",6
"기타","소프트웨어","면세점 이외","2017.2/4",3
"기타","소프트웨어","면세점 이외","2017.3/4",5
"기타","소프트웨어","면세점 이외","2017.4/4",34
"기타","소프트웨어","면세점 이외","2018.1/4",9
"기타","소프트웨어","면세점 이외","2018.2/4",46
"기타","소프트웨어","면세점 이외","2018.3/4",41
"기타","소프트웨어","면세점 이외","2018.4/4",6
"기타","소프트웨어","면세점 이외","2019.1/4",5
"기타","소프트웨어","면세점 이외","2019.2/4",9
"기타","소프트웨어","면세점 이외","2019.3/4",4
"기타","소프트웨어","면세점 이외","2019.4/4",11
"기타","소프트웨어","면세점 이외","2020.1/4",8
"기타","소프트웨어","면세점 이외","2020.2/4",4
"기타","소프트웨어","면세점 이외","2020.3/4",3
"기타","소프트웨어","면세점 이외","2020.4/4",6
"기타","소프트웨어","면세점 이외","2021.1/4",4
"기타","소프트웨어","면세점 이외","2021.2/4",6
"기타","소프트웨어","면세점 이외","2021.3/4",4
"기타","소프트웨어","면세점 이외","2021.4/4",1
"기타","소프트웨어","면세점 이외","2022.1/4",0
"기타","소프트웨어","면세점 이외","2022.2/4 p)",0
"기타","서 적","면세점 이외","2017.1/4",243
"기타","서 적","면세점 이외","2017.2/4",136
"기타","서 적","면세점 이외","2017.3/4",579
"기타","서 적","면세점 이외","2017.4/4",890
"기타","서 적","면세점 이외","2018.1/4",1165
"기타","서 적","면세점 이외","2018.2/4",1112
"기타","서 적","면세점 이외","2018.3/4",1508
"기타","서 적","면세점 이외","2018.4/4",1349
"기타","서 적","면세점 이외","2019.1/4",1031
"기타","서 적","면세점 이외","2019.2/4",1615
"기타","서 적","면세점 이외","2019.3/4",720
"기타","서 적","면세점 이외","2019.4/4",1218
"기타","서 적","면세점 이외","2020.1/4",1362
"기타","서 적","면세점 이외","2020.2/4",1351
"기타","서 적","면세점 이외","2020.3/4",868
"기타","서 적","면세점 이외","2020.4/4",982
"기타","서 적","면세점 이외","2021.1/4",2528
"기타","서 적","면세점 이외","2021.2/4",1583
"기타","서 적","면세점 이외","2021.3/4",1743
"기타","서 적","면세점 이외","2021.4/4",723
